name,data_type,label,value,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10
scale_auh_program_individual,character,individual therapy treatment scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_program_group,character,group therapy treatment scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_program_selfhelp,character,selfhelp treatment scale score score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_program_other,character,other threatment scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_program_total,numeric,total treatment programs used scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_alcmeds,character,meds used for AUD treatment scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_freqdrink_sixmonths,numeric,sixmonths drink frequency scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_freqbinge_sixmonths,numeric,sixmonths binge frequency scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_quantdrink_sixmonths,numeric,sixmonths quantity of drinks scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_freqdrink_heaviest,numeric,heaviest drink frequency scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_freqbinge_heaviest,numeric,heaviest binge frequency scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_auh_quantdrink_heaviest,numeric,heaviest quantity of drinks scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_dsm5_tot,numeric,total scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_yap_life,numeric,lifetime scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_yap_year,numeric,past year scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
assist_1_all,numeric,lifetime use scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
assist_4_all,numeric, past 3 months problems scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_assist_5_all,numeric, past 3 months failure scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_assist_6_all,numeric, past 3 months concerns scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_assist_7_all,numeric, past 3 months quit attempt scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_assist_8_inject,numeric, injected drug scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_tot,numeric, total scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_som,numeric, somatization scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_oc,numeric, obsessive compulsive scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_sens,numeric, interpersonal sensibility scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_dep,numeric, depression scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_anx,numeric, anxiety scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_ang,numeric, anger-hostility scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_pho,numeric, phobic-anxiety scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_par,numeric, paranoid ideation scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_scl90_psy,numeric, psychoticism scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_ius_tot,numeric,total scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_asi3_pc,numeric,physical concerns scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_asi3_cc,numeric,cognitive concerns scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_asi3_sc,numeric,social concerns scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_asi3_tot,numeric,total scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_dts_toler,numeric,tolerance scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_dts_absorb,numeric,absorption scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_dts_appraise,numeric,appraisal scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_dts_regulate,numeric,regulation scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_dts_tot,numeric,total scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_prob,numeric,problem solving scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_comm,numeric,communication scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_role,numeric,roles scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_resp,numeric,affective responsiveness scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_inv,numeric,affective involvement scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_beh,numeric,behavior control scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_fad_gen,numeric,general functioning scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_wb,numeric,wellbeing scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_sp,numeric,social potenancy scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_ac,numeric,achievement scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_sc,numeric,social closenessscale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_sr,numeric,stress reaction scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_al,numeric,alienation scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_ag,numeric,aggression scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_ct,numeric,control scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_ha,numeric,harm avoidance scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_td,numeric,traditionalism scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_ab,numeric,absorption scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_uv,numeric,unlikely virtues scale score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_pag,numeric,agentic positive emotionality trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_pco,numeric,communal positive emotionality trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_nag,numeric,agentic negative emotionality trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_nal,numeric,alienated negative emotionality trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_pem,numeric,positive emotionality trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_nem,numeric,negative emotionality trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scale_mps_con,numeric,constraint trait score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
